DBA,ADDRESS,LON,LAT,BORO,ZIPCODE,CUISINE DESCRIPTION,VIOLATION POINTS,GRADE,GRADE DATE
CHICKEN LOVERS RESTAURANT,"21509 Northern Boulevard, Queens New York 11361",-73.7342368,40.7722306,QUEENS,11361,Chicken,25,B,2/23/2015
PIER 79/NY WATERWAY SEATTLE CAFE,"79 W 38Th St, Manhattan New York 10018",-73.9857425,40.7522415,MANHATTAN,10018,American ,13,A,2/23/2015
CONG LY RESTAURANT,"124 Hester Street, Manhattan New York 10002",-73.9946948,40.7168935,MANHATTAN,10002,Vietnamese/Cambodian/Malaysia,15,B,2/23/2015
CAFE MILAN,"2072 Steinway Street, Queens New York 11105",-73.9036205,40.7750691,QUEENS,11105,Café/Coffee/Tea,12,A,2/23/2015
BOMBAY'S,"60 Pearl Street, Manhattan New York 10004",-74.011081,40.703428,MANHATTAN,10004,Indian,9,A,2/23/2015
FRESH&CO,"1211 6 Avenue, Manhattan New York 10036",-73.9821293,40.7585024,MANHATTAN,10036,American ,5,A,2/23/2015
SHORTY'S,"62 Pearl St, Manhattan New York 10004",-74.0109628,40.7034162,MANHATTAN,10004,American ,13,A,2/23/2015
CHINA DRAGON EXPRESS,"3467 Atlantic Avenue, Brooklyn New York 11208",-73.8689532,40.6826974,BROOKLYN,11208,Chinese,12,A,2/23/2015
EMPIRE BISCUIT,"198 Avenue A, Manhattan New York 10009",-73.980883,40.729191,MANHATTAN,10009,American ,13,A,2/23/2015
NEW CHINA KING RESTAURANT,"372 Marcus Garvey Boulevard, Brooklyn New York 11221",-73.9385174,40.6844933,BROOKLYN,11221,Chinese,13,A,2/23/2015
SUITE 36/PULP,"16 West 36 Street, Manhattan New York 10018",-73.9848,40.749968,MANHATTAN,10018,American ,24,Z,2/23/2015
MOTORINO BROADWAY,"139 Broadway, Brooklyn New York 11211",-73.96335,40.7105502,BROOKLYN,11211,Pizza/Italian,10,A,2/23/2015
SHAXIAN DELICACIES,"811 49Th St, Brooklyn New York 11220",-74.0026947,40.641435,BROOKLYN,11220,Chinese,21,Z,2/23/2015
think coffee,"568 6Th Ave, Manhattan New York 10011",-73.9956011,40.7383897,MANHATTAN,10011,Café/Coffee/Tea,9,A,2/23/2015
LUCKY CAT,"232 E 53Rd St, Manhattan New York 10022",-73.96826,40.756976,MANHATTAN,10022,Japanese,12,A,2/23/2015
E.A.T. CAFE,"1064 Madison Avenue, Manhattan New York 10028",-73.9616659,40.777365,MANHATTAN,10028,American ,10,A,2/23/2015
PONGSRI THAI RESTAURANT,"244 West 48 Street, Manhattan New York 10036",-73.9865289,40.7606981,MANHATTAN,10036,Thai,13,A,2/23/2015
HOMEMADE DUMPLING,"27 Essex Street, Manhattan New York 10002",-73.9898838,40.7156745,MANHATTAN,10002,Chinese,12,A,2/23/2015
POPPY'S CATERING & EVENTS,"243 Degraw Street, Brooklyn New York 11231",-73.9967901,40.6843039,BROOKLYN,11231,American ,5,A,2/23/2015
UNO CHICAGO GRILL,"220 East 86 Street, Manhattan New York 10028",-73.9532315,40.7782353,MANHATTAN,10028,Pizza,13,A,2/23/2015
BUBBLE CREPE,"70-23 Austin Street, Queens New York 11375",-73.8462208,40.7207041,QUEENS,11375,Café/Coffee/Tea,2,A,2/23/2015
JEAN CLAUDE FRENCH BISTRO,"1343 2 Avenue, Manhattan New York 10021",-73.959292,40.768015,MANHATTAN,10021,French,9,A,2/23/2015
LOON CHUAN RESTAURANT,"85 Page Avenue, Staten Island New York 10309",-74.234599,40.522215,STATEN ISLAND,10309,Chinese,24,Z,2/23/2015
SOUL FOOD KITCHEN SEAFOOD HEAVEN,"261 Beach 20Th St, Queens New York 11691",-73.7542143,40.5965435,QUEENS,11691,Soul Food,11,A,2/23/2015
CARITA FELIZ,"218 Stockholm St, Brooklyn New York 11237",-73.9212592,40.7009264,BROOKLYN,11237,Other,2,A,2/23/2015
FREESTYLE JAMAICAN RESTAURANT,"1610 Nostrand Ave, Brooklyn New York 11226",-73.9493959,40.646751,BROOKLYN,11226,Caribbean,4,A,2/23/2015
LUCKY EIGHT RESTAURANT,"5204 8 Avenue, Brooklyn New York 11220",-74.0052331,40.6399759,BROOKLYN,11220,Chinese,12,A,2/23/2015
GRANDMA'S HOUSE,"214 Stanhope St, Brooklyn New York 11237",-73.9205212,40.7005057,BROOKLYN,11237,Spanish,11,A,2/23/2015
MAGLIA ROSA BIKE CAFE,"2 4 Place, Brooklyn New York 11231",-74.0018319,40.6786839,BROOKLYN,11231,Café/Coffee/Tea,7,A,2/23/2015
SALSA CATERING RESTAURANT,"1779 Webster Ave, Bronx New York 10457",-73.90275,40.845222,BRONX,10457,Spanish,12,A,2/23/2015
GREEN LEAF CAFE & BAKERY,"17825 Hillside Ave, Queens New York 11432",-73.7810889,40.7133686,QUEENS,11432,Bakery,12,A,2/23/2015
GALAGALA NY RESTAURANT,"13 E 175Th St, Bronx New York 10453",-73.9116707,40.8476317,BRONX,10453,African,3,A,2/23/2015
CHINA HOUSE KITCHEN,"41 Lincoln Rd, Brooklyn New York 11225",-73.9615348,40.6609777,BROOKLYN,11225,Chinese,2,A,2/23/2015
OTTO'S TACOS,"131 7Th Ave S, Manhattan New York 10014",-74.0020616,40.7345251,MANHATTAN,10014,Mexican,8,A,2/23/2015
RIVER DELI,"2834 Columbia Place, Brooklyn New York 11201",-74.00949,40.6696131,BROOKLYN,11201,Italian,9,A,2/21/2015
MOIM RESTAURANT,"206 Garfield Place, Brooklyn New York 11215",-73.976935,40.6720822,BROOKLYN,11215,Korean,10,A,2/21/2015
TRYST LOUNGE,"7724 13 Avenue, Brooklyn New York 11228",-74.0093615,40.6187887,BROOKLYN,11228,American ,8,A,2/21/2015
VINEGAR HILL HOUSE,"72 Hudson Avenue, Brooklyn New York 11201",-73.9813163,40.7027449,BROOKLYN,11201,American ,13,A,2/21/2015
DIDI WORLD FAMOUS FOOD,"2972 Avenue U, Brooklyn New York 11229",-73.940085,40.6004265,BROOKLYN,11229,Chinese,7,A,2/21/2015
BROOKLYN WINERY,"213 North 8 Street, Brooklyn New York 11211",-73.9551372,40.7172915,BROOKLYN,11211,American ,12,A,2/21/2015
PROVINI CAFE,"1302 8 Avenue, Brooklyn New York 11215",-73.981519,40.6633624,BROOKLYN,11215,Italian,10,A,2/21/2015
KHAO SARN,"338 Bedford Ave, Brooklyn New York 11249",-73.9626122,40.7128921,BROOKLYN,11249,Thai,13,A,2/21/2015
DOMINO'S PIZZA,"1351 Webster Avenue, Bronx New York 10456",-73.9081437,40.835339,BRONX,10456,Pizza,11,A,2/20/2015
LIBERTY DELI,"22 East 49 Street, Manhattan New York 10017",-73.9765819,40.7572029,MANHATTAN,10017,Delicatessen,11,A,2/20/2015
658 KINGS DELI,"658 New Dorp Lane, Staten Island New York 10306",-74.1018784,40.5663705,STATEN ISLAND,10306,Delicatessen,9,A,2/20/2015
CARIDAD EXPRESS RESTAURANT,"347 East 204 Street, Bronx New York 10467",-73.8776143,40.8722514,BRONX,10467,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A,2/20/2015
DUNKIN' DONUTS,"40 Empire Boulevard, Brooklyn New York 11225",-73.9612859,40.6630911,BROOKLYN,11225,Donuts,7,A,2/20/2015
H&L BAGEL,"8818 3 Avenue, Brooklyn New York 11209",-74.0320368,40.6216254,BROOKLYN,11209,Bagels/Pretzels,11,A,2/20/2015
CARVEL ICE CREAM,"3442 East Tremont Avenue, Bronx New York 10465",-73.8279249,40.832127,BRONX,10465,"Ice Cream, Gelato, Yogurt, Ices",2,A,2/20/2015
MANNY'S GRILL,"1089 Grand Street, Brooklyn New York 11211",-73.932701,40.714134,BROOKLYN,11211,American ,12,A,2/20/2015
BALDUCCI'S,"301 West 56 Street, Manhattan New York 10019",-73.9836295,40.7663258,MANHATTAN,10019,American ,7,A,2/20/2015
LONG RIVER CHINESE RESTAURANT,"10106 88Th St, Queens New York 11416",-73.8518543,40.6823081,QUEENS,11416,Chinese,5,C,2/20/2015
CHOP'T,"120 West 56 Street, Manhattan New York 10019",-73.97896,40.7640254,MANHATTAN,10019,Salads,3,A,2/20/2015
EL NUEVO TRIANGULO RESTAURANT,"7511 Rockaway Boulevard, Queens New York 11421",-73.7411151,40.6382705,QUEENS,11421,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A,2/20/2015
FEEDING TREE STYLE WEST INDIAN RESTAURANT,"892 Gerard Avenue, Bronx New York 10452",-73.9243421,40.8281502,BRONX,10452,Caribbean,13,A,2/20/2015
JIA XIANG BAKERY,"4401 8 Avenue, Brooklyn New York 11220",-74.0001732,40.64423,BROOKLYN,11220,Chinese,10,A,2/20/2015
PHILADELHIA GRILLE EXPRESS,"10004 4 Avenue, Brooklyn New York 11209",-74.0340048,40.6127077,BROOKLYN,11209,Italian,9,A,2/20/2015
CHEF'S SECRET,"137 East 45 Street, Manhattan New York 10017",-73.983465,40.757276,MANHATTAN,10017,Thai,11,A,2/20/2015
Armory Foundation,"216 Ft Washington Avenue, Manhattan New York 10032",-73.959942,40.800652,MANHATTAN,10032,American ,12,A,2/20/2015
CHINA WOK,"199 East 3 Street, Manhattan New York 10009",-73.9831015,40.7228305,MANHATTAN,10009,Chinese,8,A,2/20/2015
THE MEATBALL SHOP,"84 Stanton Street, Manhattan New York 10002",-73.9887807,40.7216601,MANHATTAN,10002,Italian,7,A,2/20/2015
MUSIC KITCHEN,"1915 Southern Boulevard, Bronx New York 10460",-73.886235,40.841803,BRONX,10460,Chinese,9,A,2/20/2015
RED APPLE,"4817 8 Avenue, Brooklyn New York 11220",-74.0027162,40.6417622,BROOKLYN,11220,Chinese,8,A,2/20/2015
MCDWYERS PUB,"331 East 204 Street, Bronx New York 10467",-73.8778654,40.8724377,BRONX,10467,Irish,11,A,2/20/2015
AOA BAR & GRILL,"6 York Street, Manhattan New York 10013",-74.0052022,40.7210118,MANHATTAN,10013,American ,11,A,2/20/2015
CAM TAK EXPRESS RESTAURANT,"1073 Flatbush Avenue, Brooklyn New York 11226",-73.9576655,40.6443709,BROOKLYN,11226,Chinese,18,Z,2/20/2015
PRET A MANGER,"485 7 Avenue, Manhattan New York 10018",-73.9893192,40.7523587,MANHATTAN,10018,Sandwiches,9,A,2/20/2015
SKYLIGHT CAFE (MEDGAR EVERS COLLEGE),"1638 Bedford Avenue, Brooklyn New York 11225",-73.9566795,40.6667997,BROOKLYN,11225,American ,13,A,2/20/2015
EET,"75 Varick Street, Manhattan New York 10013",-74.0064435,40.7235093,MANHATTAN,10013,American ,7,A,2/20/2015
SOFIA'S LITTLE ITALY,"143 Mulberry Street, Manhattan New York 10013",-73.997776,40.718889,MANHATTAN,10013,Italian,10,A,2/20/2015
new ling house restaurant,"776 E. 161St St, Bronx New York 10456",-73.9039521,40.8209665,BRONX,10456,Chinese,12,A,2/20/2015
LOUI SEAFOOD,"347478 East Tremont Avenue, Bronx New York 10465",-73.8644412,40.8410344,BRONX,10465,Seafood,11,A,2/20/2015
THE DUMPLIN SHOP,"1530 E. 222Nd Street, Bronx New York 10469",-73.8361,40.875858,BRONX,10469,Caribbean,11,A,2/20/2015
GRASO GRILL,"16 East 48 Street, Manhattan New York 10017",-73.9772237,40.7566015,MANHATTAN,10017,Asian,19,Z,2/20/2015
Dunkin Donuts,"71 Major Deegan Expressway, Bronx New York 10471",-73.8825221,40.8949154,BRONX,10471,American ,12,A,2/20/2015
ABSOLUTE BAGELS,"2788 Broadway, Manhattan New York 10025",-73.9673998,40.802516,MANHATTAN,10025,Bagels/Pretzels,12,A,2/20/2015
BURGER KING,"2425 Coney Island Ave, Brooklyn New York 11223",-73.9608692,40.5977486,BROOKLYN,11223,Hamburgers,10,A,2/20/2015
N RICO CAFE RESTAURANT,"801 Southern Boulevard, Bronx New York 10459",-73.8962538,40.8163654,BRONX,10459,American ,4,A,2/20/2015
ELEVATE RESTAURANT,"93 Bowery, Manhattan New York 10002",-73.9952718,40.7170326,MANHATTAN,10002,Chinese/Japanese,12,A,2/20/2015
NEW MUM'S KITCHEN,"1010 Clarkson Avenue, Brooklyn New York 11212",-73.9242785,40.6581726,BROOKLYN,11212,Caribbean,9,A,2/20/2015
FLAVA II,"1914 Nostrand Avenue, Brooklyn New York 11226",-73.9484358,40.6389511,BROOKLYN,11226,Caribbean,23,Z,2/20/2015
Le Pain Quotidien,"861 Lexington Ave, Manhattan New York 10065",-73.965287,40.765769,MANHATTAN,10065,French,9,A,2/20/2015
BUDIN,"114 Greenpoint Ave, Brooklyn New York 11222",-73.9562161,40.7297972,BROOKLYN,11222,Café/Coffee/Tea,12,A,2/20/2015
JUST SALAD,"325 Hudson St, Manhattan New York 10013",-74.0076775,40.7268282,MANHATTAN,10013,Salads,7,A,2/20/2015
66 HOPE CAFE,"66 Hope St, Brooklyn New York 11211",-73.955551,40.712849,BROOKLYN,11211,Café/Coffee/Tea,0,A,2/20/2015
AOYAMA SUSHI,"1164 1St Ave, Manhattan New York 10065",-73.9595853,40.7624754,MANHATTAN,10065,Chinese/Japanese,12,A,2/20/2015
DUNKIN DONUTS,"206 W 104Th St, Manhattan New York 10025",-73.9671278,40.7991611,MANHATTAN,10025,Donuts,12,A,2/20/2015
Jamaica No 1 Chinese Restaurant,"11663 Sutphin Blvd, Queens New York 11434",-73.7919354,40.6808925,QUEENS,11434,Chinese,13,A,2/20/2015
MAYFLOWER HOTEL,"38-61 12 Street, Queens New York 11101",-73.9421317,40.7565212,QUEENS,11101,Continental,12,A,2/20/2015
KINGSTONIAN CARIBBEAN CUISINE,"89-17 165 Street, Queens New York 11432",-73.7810627,40.6845076,QUEENS,11432,Caribbean,22,Z,2/20/2015
ISLAND SALAD,"420 Lenox Ave, Manhattan New York 10037",-73.9426148,40.8115568,MANHATTAN,10037,Salads,9,A,2/20/2015
LIQUITERIA,"63 W 8Th St, Manhattan New York 10011",-73.9991265,40.7335762,MANHATTAN,10011,"Juice, Smoothies, Fruit Salads",13,A,2/20/2015
AUX MERVEILLEUX DE FRED,"37 8Th Ave, Manhattan New York 10014",-74.0040849,40.7382178,MANHATTAN,10014,Bakery,12,A,2/20/2015
SUBWAY,"108 1St Ave, Manhattan New York 10009",-73.985707,40.726576,MANHATTAN,10009,Sandwiches,8,A,2/20/2015
PETER PAN DONUTS AND PASTRIES,"727 Manhattan Ave, Brooklyn New York 11222",-73.9524191,40.7260452,BROOKLYN,11222,Bakery,13,A,2/20/2015
Punto Cibaeno Restaurant,"16405 89Th Ave, Queens New York 11432",-73.7968038,40.7075522,QUEENS,11432,Spanish,23,Z,2/20/2015
ACTS 111 BAGELS,"236 W 135Th St, Manhattan New York 10030",-73.9451146,40.8156302,MANHATTAN,10030,Bagels/Pretzels,5,A,2/20/2015
WOODLAWN CAFE,"3700 Jerome Avenue, Bronx New York 10467",-73.878088,40.8865392,BRONX,10467,American ,10,A,2/19/2015
URO CAFE,"277 Driggs Avenue, Brooklyn New York 11222",-73.9487778,40.7223583,BROOKLYN,11222,Café/Coffee/Tea,4,A,2/19/2015
BUTTERFILED 8,"5 East 38 Street, Manhattan New York 10016",-73.9819605,40.750808,MANHATTAN,10016,American ,4,A,2/19/2015
RIAZOR BLUE TAPAS BAR,"8905 Northern Boulevard, Queens New York 11372",-73.7342828,40.772179,QUEENS,11372,Spanish,25,Z,2/19/2015
CITY CRAB,"235 Park Avenue South, Manhattan New York 10003",-73.9877408,40.7377223,MANHATTAN,10003,Seafood,14,B,2/19/2015
FOUR & TWENTY BLACKBIRDS,"439 3 Avenue, Brooklyn New York 11215",-73.9902397,40.6720613,BROOKLYN,11215,Bakery,17,B,2/19/2015
MARY'S FISH CAMP,"246 West 4 Street, Manhattan New York 10014",-74.003215,40.7346876,MANHATTAN,10014,Seafood,9,A,2/19/2015
THE QUARTER,"522 Hudson Street, Manhattan New York 10014",-74.0060337,40.7339688,MANHATTAN,10014,American ,12,A,2/19/2015
BURGER KING,"40-15 Queens Boulevard, Queens New York 11104",-73.9234638,40.7441008,QUEENS,11104,American ,12,A,2/19/2015
YEMEN CUISINE,"145 Court Street, Brooklyn New York 11201",-73.9922551,40.6892272,BROOKLYN,11201,Middle Eastern,10,A,2/19/2015
DUNKIN' DONUTS,"1506 Cortelyou Road, Brooklyn New York 11226",-73.96416,40.641057,BROOKLYN,11226,Donuts,3,A,2/19/2015
STARBUCKS COFFEE,"142 West 57 Street, Manhattan New York 10019",-73.9791194,40.7649513,MANHATTAN,10019,Café/Coffee/Tea,6,A,2/19/2015
M2M MART,"2935 Broadway, Manhattan New York 10025",-73.9648709,40.8073298,MANHATTAN,10025,Asian,7,A,2/19/2015
PINKBERRY,"2041 Broadway, Manhattan New York 10023",-73.9827415,40.7776562,MANHATTAN,10023,"Ice Cream, Gelato, Yogurt, Ices",7,A,2/19/2015
GABRIELA'S RESTAURANTE,"688 Columbus Avenue, Manhattan New York 10025",-73.96908,40.7912788,MANHATTAN,10025,Mexican,11,A,2/19/2015
BARROW'S PUB,"463 Hudson Street, Manhattan New York 10014",-74.006899,40.731578,MANHATTAN,10014,Irish,8,A,2/19/2015
USULUTECO RESTAURANT,"4017 5 Avenue, Brooklyn New York 11232",-74.0047169,40.6501965,BROOKLYN,11232,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A,2/19/2015
MCDONALD'S,"136 West 3 Street, Manhattan New York 10012",-74.001095,40.730751,MANHATTAN,10012,Hamburgers,11,A,2/19/2015
BASSO56,"234 West 56 Street, Manhattan New York 10019",-73.9826412,40.7655269,MANHATTAN,10019,Italian,12,A,2/19/2015
GARIBALDI DELI RESTAURANT,"100 Canal Street, Staten Island New York 10304",-74.0768695,40.6263675,STATEN ISLAND,10304,Mexican,17,Z,2/19/2015
THE GRAHAM,"190 Graham Avenue, Brooklyn New York 11206",-73.9433454,40.7083235,BROOKLYN,11206,American ,23,Z,2/19/2015
UVARARA,"7928 Metropolitan Avenue, Queens New York 11379",-73.87246,40.713021,QUEENS,11379,Italian,7,A,2/19/2015
CHARTWELLS,"118 West 13 Street, Manhattan New York 10011",-73.998521,40.7368818,MANHATTAN,10011,American ,8,A,2/19/2015
BROTHERS FISH MARKET,"3845 Broadway, Manhattan New York 10032",-73.9435023,40.8361769,MANHATTAN,10032,Seafood,11,A,2/19/2015
LITTLE CAESARS,"2874 Fulton Street, Brooklyn New York 11207",-73.8885889,40.678477,BROOKLYN,11207,Pizza,12,A,2/19/2015
DELUXE,"2896 Broadway, Manhattan New York 10025",-73.9649656,40.8057705,MANHATTAN,10025,American ,5,A,2/19/2015
PANERA BREAD,"38-01 35 Avenue, Queens New York 11101",-73.92245,40.7556299,QUEENS,11101,American ,8,A,2/19/2015
MAJESTIC PIZZA,"8 Cortlandt Street, Manhattan New York 10007",-74.0103149,40.7100713,MANHATTAN,10007,Pizza,11,A,2/19/2015
THE LITTLE PRINCE,"199 Prince Street, Manhattan New York 10012",-74.0027378,40.726854,MANHATTAN,10012,French,7,A,2/19/2015
ANGELO'S PIZZA,"1697 Broadway, Manhattan New York 10019",-73.9829447,40.7638118,MANHATTAN,10019,Pizza,8,A,2/19/2015
PHIL'S PIZZA WEST VILLAGE,"226 Varick Street, Manhattan New York 10014",-74.0050011,40.7291474,MANHATTAN,10014,Pizza,7,A,2/19/2015
CAFE DANIELLOS PIZZERIA RESTAURANT,"1072 2 Avenue, Manhattan New York 10022",-73.965332,40.758768,MANHATTAN,10022,Pizza/Italian,10,A,2/19/2015
GARY AND GINO'S,"3700 Jerome Avenue, Bronx New York 10467",-73.878088,40.8865392,BRONX,10467,Pizza,12,A,2/19/2015
DUNKIN' DONUTS,"2200 White Plains Rd, Bronx New York 10467",-73.8672952,40.8579768,BRONX,10467,Donuts,7,A,2/19/2015
GALWAY PUB,"7 East 36 Street, Manhattan New York 10016",-73.9830132,40.749605,MANHATTAN,10016,Irish,5,A,2/19/2015
BRAVO PIZZA,"257 Park Avenue South, Manhattan New York 10010",-73.9869859,40.7386377,MANHATTAN,10010,Pizza,10,A,2/19/2015
THE KATI ROLL COMPANY,"49 West 39 Street, Manhattan New York 10018",-73.984577,40.752803,MANHATTAN,10018,Indian,11,A,2/19/2015
HAAGEN-DAZS,"120 Montague Street, Brooklyn New York 11201",-73.9946889,40.694662,BROOKLYN,11201,"Ice Cream, Gelato, Yogurt, Ices",7,A,2/19/2015
ABBOTTEGA,"14 Bedford Street, Manhattan New York 10014",-74.003282,40.729171,MANHATTAN,10014,Italian,11,A,2/19/2015
THE little BEET TABLE,"333 Park Avenue South, Manhattan New York 10010",-73.9853174,40.7410815,MANHATTAN,10010,American ,13,A,2/19/2015
THALIA,"828 8 Avenue, Manhattan New York 10019",-73.9860031,40.7620089,MANHATTAN,10019,American ,9,A,2/19/2015
"KFC, TACO BELL","208 Mcguinness Boulevard, Brooklyn New York 11222",-73.9509808,40.7302324,BROOKLYN,11222,Chicken,10,A,2/19/2015
TROPICAL II RESTAURANT,"3610 Greenpoint Avenue, Queens New York 11101",-73.9295524,40.7374789,QUEENS,11101,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A,2/19/2015
DUNKIN' DONUTS,"2419 Coney Island Avenue, Brooklyn New York 11223",-73.9608784,40.5978732,BROOKLYN,11223,Donuts,6,A,2/19/2015
NoMad,"1170 Broadway, Manhattan New York 10001",-73.9884935,40.7449462,MANHATTAN,10001,American ,5,A,2/19/2015
CAFE 101,"394 Lenox Road, Brooklyn New York 11203",-73.9463447,40.6542651,BROOKLYN,11203,Café/Coffee/Tea,4,A,2/19/2015
GUZAN JAPANESE CUISINE & BAR,"1534 3 Avenue, Manhattan New York 10028",-73.954102,40.779215,MANHATTAN,10028,Japanese,3,A,2/19/2015
"DUNKIN' DONUTS, BASKIN ROBBINS","43 Jamaica Avenue, Brooklyn New York 11207",-73.8983258,40.678091,BROOKLYN,11207,Donuts,5,A,2/19/2015
NIRVANA,"346 Lexington Avenue, Manhattan New York 10016",-73.977412,40.750019,MANHATTAN,10016,Indian,7,A,2/19/2015
BURGERS PLUS,"14741 Union Turnpike, Queens New York 11367",-73.8139966,40.7187636,QUEENS,11367,Jewish/Kosher,12,A,2/19/2015
CHARLIE BROWN'S STEAKHOUSE,"1001 Goethals Road North, Staten Island New York 10303",-74.169532,40.622455,STATEN ISLAND,10303,American ,12,A,2/19/2015
BAR OLIVINO,"899 Fulton Street, Brooklyn New York 11238",-73.967451,40.683651,BROOKLYN,11238,American ,2,A,2/19/2015
LITTLE ITALY PIZZA,"401 7 Avenue, Manhattan New York 10001",-73.9909915,40.7499318,MANHATTAN,10001,Pizza,2,A,2/19/2015
DOSA GARDEN SRI LANKA RESTAURANT,"323 Victory Boulevard, Staten Island New York 10301",-74.085415,40.634338,STATEN ISLAND,10301,Indian,9,A,2/19/2015
ARGO TEA CAFE,"1792 Broadway, Manhattan New York 10019",-73.981717,40.767109,MANHATTAN,10019,Café/Coffee/Tea,7,A,2/19/2015
OST CAFE,"441 East 12 Street, Manhattan New York 10009",-73.98282,40.729704,MANHATTAN,10009,Café/Coffee/Tea,5,A,2/19/2015
THE ASSEMBLY BAR,"7302 Cooper Avenue, Queens New York 11385",-73.876876,40.703885,QUEENS,11385,American ,5,A,2/19/2015
IL POETA,"9804 Metropolitan Avenue, Queens New York 11375",-73.854548,40.710795,QUEENS,11375,Italian,6,A,2/19/2015
POTBELLY SANDWICH SHOP,"22 East 17 Street, Manhattan New York 10003",-73.9911054,40.7373257,MANHATTAN,10003,Sandwiches/Salads/Mixed Buffet,12,A,2/19/2015
KOFTE PIYAZ RESTAURANT,"881 5 Avenue, Brooklyn New York 11232",-74.0034576,40.6513824,BROOKLYN,11232,Turkish,10,A,2/19/2015
MOMOFUKU MILK BAR EV,"251 East 13 Street, Manhattan New York 10003",-73.985696,40.7318981,MANHATTAN,10003,Café/Coffee/Tea,3,A,2/19/2015
LIMA LIMON PERUVIAN CUISINE,"9420 Roosevelt Avenue, Queens New York 11372",-73.871522,40.748776,QUEENS,11372,Peruvian,10,A,2/19/2015
WHITE CASTLE (#66),"2238 Forest Avenue, Staten Island New York 10303",-74.164323,40.6267194,STATEN ISLAND,10303,Hamburgers,4,A,2/19/2015
SOLE OF THE SEA,"527 Albany Avenue, Brooklyn New York 11203",-73.9397139,40.6620591,BROOKLYN,11203,Seafood,5,A,2/19/2015
CAFE COLONIAL RESTAURANT & GRILL,"2070 White Plains Road, Bronx New York 10462",-73.8674859,40.8525348,BRONX,10462,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8,A,2/19/2015
CAFE 23,"919 3 Avenue, Manhattan New York 10022",-73.9675792,40.7589898,MANHATTAN,10022,American ,3,A,2/19/2015
BAR 483,"483 39 Street, Brooklyn New York 11232",-74.0041006,40.6515604,BROOKLYN,11232,American ,9,A,2/19/2015
KENNEDY'S CHICKEN & GRILL,"2083 Amsterdam Avenue, Manhattan New York 10032",-73.938941,40.836523,MANHATTAN,10032,Chicken,16,B,2/19/2015
CYPRESS INN CAFE,"1702 Stanhope Street, Queens New York 11385",-73.915183,40.705554,QUEENS,11385,American ,10,A,2/19/2015
NO NAME CAFE AT 20TH AVE,"7814 20Th Ave, Brooklyn New York 11214",-73.9940039,40.6088642,BROOKLYN,11214,Middle Eastern,12,A,2/19/2015
BRONX GRILL,"2375 East Tremont Avenue, Bronx New York 10462",-73.8553456,40.8426433,BRONX,10462,American ,13,A,2/19/2015
MAMA GHANOUSH,"442 3Rd Ave, Manhattan New York 10016",-73.9799174,40.7436811,MANHATTAN,10016,Mediterranean,12,A,2/19/2015
THE BEEKMAN,"15 Beekman Street, Manhattan New York 10038",-74.0063787,40.7108898,MANHATTAN,10038,Irish,3,A,2/19/2015
INCAS GRILL PERUVIAN CUISINE,"2110C Clove Rd, Staten Island New York 10305",-74.0833429,40.6031531,STATEN ISLAND,10305,Peruvian,13,A,2/19/2015
CINDY RESTAURANT LUNCHEONETTE,"1806 Mc Donald Avenue, Brooklyn New York 11223",-73.9732461,40.6086286,BROOKLYN,11223,Spanish,7,A,2/19/2015
MCDONALD'S,"7269 Kissena Boulevard, Queens New York 11367",-73.8122829,40.727543,QUEENS,11367,Hamburgers,8,A,2/19/2015
